title_id,title_name,image,category,first_played_date_time,last_played_date_time,play_count,play_duration
CUSA00310_00,EA SPORTS™ UFC®,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00264_00/3/i_2903c117aab9a7992d378e5cf4c4baabf82fade5a18a82d23ddbc02280594957/i/icon0.png,PlatformCategory.PS4,2015-05-23 11:50:25+00:00,2015-07-15 11:18:08+00:00,22,0 days 03:54:24
CUSA00462_00,Far Cry® 4,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00462_00/3/i_f949708af1851db4e2c353b5ae0f577e3fad30658f8381b0485267663aac769a/i/icon0.png,PlatformCategory.PS4,2014-12-25 17:36:13+00:00,2015-06-19 15:44:51+00:00,88,2 days 09:59:50
CUSA00211_00,METAL GEAR SOLID V: GROUND ZEROES,https://image.api.playstation.com/vulcan/ap/rnd/202010/0205/7e9uKR9LiXZ5iahYbYH3Ane7.png,PlatformCategory.PS4,2015-06-03 10:52:02+00:00,2015-06-03 17:24:39+00:00,4,0 days 04:09:32
CUSA00394_00,The Amazing Spider-Man 2™,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00394_00/2/i_38d9df9db9dddcf6d789cce243878381bfed78d9e2091268e167d7be200ee2dc/i/icon0.png,PlatformCategory.PS4,2014-05-24 15:51:55+00:00,2015-05-30 17:37:28+00:00,15,0 days 14:23:47
CUSA00051_00,Injustice: Gods Among Us Ultimate Edition,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00051_00/3/i_710458194e8e9c9c83b69e9adac49e253269dc550787e946ef25dc0030c89136/i/icon0.png,PlatformCategory.PS4,2014-12-15 16:21:33+00:00,2015-05-14 16:52:39+00:00,51,2 days 12:45:09
CUSA00479_00,Valiant Hearts: The Great War,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00479_00/1/i_38455b7ae8315e30ce20121a26636553dde9d6465d91b69ad8f6ce02ee11dc6d/i/icon0.png,PlatformCategory.PS4,2015-03-11 11:56:19+00:00,2015-03-30 08:39:59+00:00,14,0 days 11:43:38
CUSA01920_00,Battlefield™ Hardline,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00633_00/5/i_972f4d4cac23c4d5f584b2b527941d53a8c9df80935c3e564622013c3e989135/i/icon0_01.png,PlatformCategory.PS4,2015-02-05 14:19:37+00:00,2015-02-10 18:07:08+00:00,24,0 days 14:31:06
CUSA00897_00,inFAMOUS™ First Light,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00897_00/2/i_539fefc183c2c78c12eab11fbafc63838a0fc76e8bc9442eed93f16bcf5696ae/i/icon0.png,PlatformCategory.PS4,2015-01-17 13:14:58+00:00,2015-01-18 17:57:19+00:00,4,0 days 00:21:14
CUSA00568_00,Destiny,https://image.api.playstation.com/vulcan/ap/rnd/202009/1422/XuLStsILcwJut5U7tNkZcMRG.png,PlatformCategory.PS4,2014-09-15 15:07:44+00:00,2014-11-06 17:29:57+00:00,9,0 days 05:14:07
CUSA00862_00,FIFA 15,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00722_00/6/i_80d620da22600829442291c8ec0e2521ff622d5a78c6ea3405c9708b96a0a97e/i/icon0.png,PlatformCategory.PS4,2014-09-11 15:30:51+00:00,2014-10-28 15:58:57+00:00,11,0 days 03:45:43
CUSA00049_00,Battlefield 4™,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00049_00/3/i_3836dd7afcf43e5ec1e276f0db327ada1fc7d63fbda8e701aebc73fa29446b54/i/icon0_01.png,PlatformCategory.PS4,2014-05-23 08:04:58+00:00,2014-05-23 15:09:29+00:00,6,0 days 00:09:37
CUSA00539_00,Stick it to The Man,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00539_00/5/i_60797b1636467c2d0718523dca59d1dce1c8e5a9a85ab7a5f5c76587a231246b/i/icon0.png,PlatformCategory.PS4,2014-05-13 07:23:04+00:00,2014-05-21 11:08:43+00:00,5,0 days 01:04:31
